intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
21,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,18,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,34.29,tmax,0.29,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
22,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,20.4,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,35.54,tmax,0.23,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
23,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,21.5,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,35.81,tmax,0.35,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
24,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,23.1,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,37.2,tmax,1.8,SD,3,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
25,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,23.7,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,36.6,tmax,0.46,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
26,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,25.4,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,37.32,tmax,0.89,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
27,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,26.4,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,38.37,tmax,0.71,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
28,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,28.8,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,39.06,tmax,0.62,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
29,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,29.4,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,39.41,tmax,0.1,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
30,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,30.1,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,38.12,tmax,0.7,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
31,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,20.4,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,36.2,tmax,0.5,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
32,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,21.9,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,35.44,tmax,0.51,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
33,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,22.9,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,35.31,tmax,0.8,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
34,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,23.7,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,36.64,tmax,1.13,SD,5,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
35,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,25.3,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,37.59,tmax,0.45,SD,6,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
36,NA,Troia et al. 2015,Comte,Agosia chrysogaster,Agosia chrysogaster_33.08,26.3,33.08,-108.46,,Agosia,chrysogaster,Upper Gila River New Mexico US,Aquatic,22,37.52,tmax,0.42,SD,4,critical,LOE,0.7,NA,NA,NA,NA,NA,larvae,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,22,days,omnivore,https://link.springer.com/article/10.1007/BF00004849,NA,NA,NA,NA,NA,NA,NA,Agosia,chrysogaster,Actinopterygii,Cypriniformes,Cyprinidae,adult,365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",365,"Guess based on paper classifying adult fish caught in 1961 as ""spring 1960 fish"" (Winther+ John Kristian. ""Age and Growth of the Longfin Dace+ Agosia Chrysogaster Girard."" (1962). https://digitalrepository.unm.edu/biol_etds/268)",Y,10-Jan,MOVEMENT: known to disperse rapidly to populate many km+ juveniles found to move 300m upstream in 2 hours (DOI: 10.2307/3670225),NA,NA,0.9,Maximum fork length 90 mm https://digitalrepository.unm.edu/biol_etds/268/,NA,NA,NA,NA,NA,kunk,may burrow to avoid temp stress and dessication but not known for sure (DOI: 10.2307/3670225),non-migratory,IUCN Red List,NA,NA,NA,Wilco+Piero/Nikki,unk,NA,1095,3 years (NatureServe Explorer),NA
