"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
601,"Cyprinella lutrensis","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Cyprinella lutrensis_38.984_NA_-92.146",26,38.984,-92.146,"inferred","Cyprinella","lutrensis","centroid of Cuivre River, Perche Creek, Lamine River, , Missouri, United States",NA,38.1,"tmax",0.42,"SD",11,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Cyprinella","lutrensis","365","NatureServe, 2020","365","NatureServe, 2020","","unk","",9,"Froese & Pauly, 2000","5","Froese & Pauly, 2000","5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1095","Froese & Pauly, 2000",NA,NA,22.9367011330345,22.9367011330345
603,"Cyprinella spiloptera","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Cyprinella spiloptera_39.490383_NA_-84.325019",11,39.490383,-84.325019,"inferred","Cyprinella","spiloptera","Dicks Creek, Middletown and Excello, Ohio, United States",NA,31.8,"tmax",1.8,"SD",26,"critical","LOE","1",NA,NA,NA,"Fall/Winter",NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Cyprinella","spiloptera","365","NatureServe, 2020","365","NatureServe, 2020","","unk","",12,"Froese & Pauly, 2000","7.7","Froese & Pauly, 2000","7.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","NatureServe, 2020;Froese & Pauly, 2000",NA,NA,23.4595587990501,23.4595587990501
604,"Cyprinodon bovinus","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Kennedy 1977","Comte","Cyprinodon bovinus_30.89_NA_-102.88",25,30.89,-102.88,"inferred","Cyprinodon","bovinus","Diamond-Y Spring near Leon Creek Texas US",15,40.6,"tmax",0.17,"SD",6,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","15","days",NA,NA,NA,"Cyprinodon","bovinus","unk","","unk","","Y","unk","",5.6,"Froese & Pauly, 2000","3.8","Froese & Pauly, 2000","3.8","Froese & Pauly, 2000","Y","kunk","S. E. Kennedy, 1977","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","690","NatureServe, 2020",NA,NA,33.2668721979315,33.2668721979315
641,"Cyprinodon nevadensis","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Brown & Feldmeth 1971","Comte","Cyprinodon nevadensis_34.07_NA_-117.28",30.07,34.07,-117.28,"","Cyprinodon","nevadensis","Jed's Motel Tecopa Hot Springs San Bernardino California US",NA,42.24,"tmax",0.31,"SD",20,"lethal","death","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Cyprinodon","nevadensis","28","NatureServe, 2020","28","NatureServe, 2020","Y","unk","",7.8,"Froese & Pauly, 2000;Debrot, 2003","4.5","Froese & Pauly, 2000;   (Debrot+ A. O. (2003). A review of the freshwater fishes of Curaçao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","Froese & Pauly, 2000; Debrot, 2003","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","365","Gerking & Lee, 1982",NA,NA,18.6579903342507,18.6579903342507
645,"Cyprinodon nevadensis","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Brown & Feldmeth 1971","Comte","Cyprinodon nevadensis_36.93_NA_-117.31",14.78,36.93,-117.31,"","Cyprinodon","nevadensis","Amargosa River, Inyo County, California",29,39.1,"tmax",0.81,"SD",15,"lethal","death","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","29","days",NA,NA,NA,"Cyprinodon","nevadensis","28","NatureServe, 2020","28","NatureServe, 2020","Y","unk","",7.8,"Froese & Pauly, 2000;Debrot, 2003","4.5","Froese & Pauly, 2000;   (Debrot+ A. O. (2003). A review of the freshwater fishes of Curaçao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","Froese & Pauly, 2000; Debrot, 2003","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","365","Gerking & Lee, 1982",NA,NA,33.0515436345881,33.0515436345881
663,"Cyprinus carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Sheng & Xu 2008","Comte","Cyprinus carpio_26.47_NA_99.15",10,26.47,99.15,"","Cyprinus","carpio","Dahuofang reservoir Yingpan China",NA,28.3,"tmax",NA,"SD",NA,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Cyprinus","carpio","1460","IUCN, 2020","1095","IUCN, 2020","","10-100","Stuart & Jones, 2006",120,"Froese & Pauly, 2000","31","Froese & Pauly, 2000","31","Froese & Pauly, 2000","Y","","","non-migratory","Stuart & Jones, 2006",NA,NA,"","78.54","Stuart & Jones, 2006","Nikki","13870","Froese & Pauly, 2000;NatureServe, 2020",NA,NA,7.88559251265095,7.88559251265095
707,"Danio rerio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Sidhu et al. 2014","Comte","Danio rerio_1.35_NA_103.81",25,1.35,103.81,"","Danio","rerio","Singapour",28,39.9,"tmax",0.45,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Danio","rerio","90","Singleman & Holtzman, 2014","90","Singleman & Holtzman, 2014","","unk","",3.8,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","non-migratory","Braithwaite & De Perera, 2006",NA,NA,"","unk","","Nikki","365","IUCN, 2020",NA,NA,27.5621810913086,27.5621810913086
708,"Danio rerio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Majhi & Das 2013","Comte","Danio rerio_25.67_NA_91.93",20,25.67,91.93,"","Danio","rerio","Barapani Meghalaya India",45,39.8,"tmax",0.07,"SD",NA,"lethal","death","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","45","days",NA,NA,NA,"Danio","rerio","90","Singleman & Holtzman, 2014","90","Singleman & Holtzman, 2014","","unk","",3.8,"Froese & Pauly, 2000","","","","","","","Froese & Pauly, 2000","non-migratory","Braithwaite & De Perera, 2006",NA,NA,"","unk","","Nikki","365","IUCN, 2020",NA,NA,22.5723587036133,22.5723587036133
769,"Dorosoma cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Hart 1952","Comte","Dorosoma cepedianum_35.96_NA_-83.92",25,35.96,-83.92,"","Dorosoma","cepedianum","Knoxville Tenesee US",NA,34.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,"pp. 515–560. London: Wiley.",NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Dorosoma","cepedianum","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","unk","",57,"Froese & Pauly, 2000","35","Froese & Pauly, 2000","35","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3650","Froese & Pauly, 2000;NatureServe, 2020",NA,NA,23.5405677101829,23.5405677101829
772,"Dorosoma cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Hart 1952","Comte","Dorosoma cepedianum_41.65_NA_-82.83",25,41.65,-82.83,"","Dorosoma","cepedianum","Put-in Bay Ohio US",NA,34,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Dorosoma","cepedianum","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","unk","",57,"Froese & Pauly, 2000","35","Froese & Pauly, 2000","35","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3650","Froese & Pauly, 2000;NatureServe, 2020",NA,NA,24.8923674149947,24.8923674149947
775,"Dorosoma cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Yoder et al. 2012","Comte","Dorosoma cepedianum_42.08_NA_-81.34",15.9,42.08,-81.34,"","Dorosoma","cepedianum","Lake Erie",NA,31.7,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Dorosoma","cepedianum","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","unk","",57,"Froese & Pauly, 2000","35","Froese & Pauly, 2000","35","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3650","Froese & Pauly, 2000;NatureServe, 2020",NA,NA,24.8923674149947,24.8923674149947
837,"Etheostoma blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma blennioides_42.6_NA_-78.47",15,42.6,-78.47,"","Etheostoma","blennioides","Buffalo Creek, Erie County, New York, United States",28,32.2,"tmax",0.53,"SD",9,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Etheostoma","blennioides","365","De Magalhães & Costa, 2009","365","De Magalhães & Costa, 2009","","10-100","Meyers et al., 2015",17,"Froese & Pauly, 2000","5.5","Froese & Pauly, 2000","5.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
838,"Etheostoma blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma blennioides_39.72_NA_-84.394",10,39.72,-84.394,"inferred","Etheostoma","blennioides","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,33.5,"tmax",NA,"SD",20,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","blennioides","365","De Magalhães & Costa, 2009","365","De Magalhães & Costa, 2009","","10-100","Meyers et al., 2015",17,"Froese & Pauly, 2000","5.5","Froese & Pauly, 2000","5.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Froese & Pauly, 2000",NA,NA,19.5342096502131,19.5342096502131
840,"Etheostoma caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma caeruleum_42.6_NA_-78.47",15,42.6,-78.47,"","Etheostoma","caeruleum","Buffalo Creek, Erie County, New York, United States",28,32.1,"tmax",0.73,"SD",9,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Etheostoma","caeruleum","365","Marjan et al., 2017","365","Marjan et al., 2017","Y","0-1","Hicks & Servos, 2017;Sommer et al., 2011",7.7,"Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.00196-0.00785","Hicks & Servos, 2017","Nikki","1095","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
841,"Etheostoma caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_39.72_NA_-84.394",10,39.72,-84.394,"inferred","Etheostoma","caeruleum","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,32,"tmax",NA,"SD",27,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","caeruleum","365","Marjan et al., 2017","365","Marjan et al., 2017","Y","0-1","Hicks & Servos, 2017;Sommer et al., 2011",7.7,"Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.00196-0.00785","Hicks & Servos, 2017","Nikki","1095","Froese & Pauly, 2000",NA,NA,19.5342096502131,19.5342096502131
843,"Etheostoma caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_38.189801_NA_-91.908238",26,38.189801,-91.908238,"inferred","Etheostoma","caeruleum","Gasconade River, Missouri, United States",NA,35.6,"tmax",0.59,"SD",11,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","caeruleum","365","Marjan et al., 2017","365","Marjan et al., 2017","Y","0-1","Hicks & Servos, 2017;Sommer et al., 2011",7.7,"Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","5.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.00196-0.00785","Hicks & Servos, 2017","Nikki","1095","Froese & Pauly, 2000",NA,NA,29.1581956343217,29.1581956343217
844,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Ingersoll & Claussen 1984","Comte","Etheostoma flabellare_39.51_NA_-84.65",15,39.51,-84.65,"","Etheostoma","flabellare","Four Mile Creek in Butler County Ohio US",14,31.11,"tmax",2,"SD",11,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,18.2217235218395,18.2217235218395
846,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Mundahl 1990","Comte","Etheostoma flabellare_39.97_NA_-82.81",24,39.97,-82.81,"","Etheostoma","flabellare","Indian Creek Ohio US",NA,37.7,"tmax",0.5,"SD",10,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,20.6581103238193,20.6581103238193
847,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma flabellare_42.6_NA_-78.47",15,42.6,-78.47,"","Etheostoma","flabellare","Buffalo Creek, Erie County, New York, United States",28,32.1,"tmax",0.65,"SD",15,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
848,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_NA_-84.394",10,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,34,"tmax",NA,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,19.5342096502131,19.5342096502131
852,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39_NA_-84",20,39,-84,"extracted","Etheostoma","flabellare","Harker's Run, Butler County, Ohio, United States",NA,33,"tmax",NA,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,23.4595587990501,23.4595587990501
853,"Etheostoma flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_38.524_NA_-92.472",26,38.524,-92.472,"inferred","Etheostoma","flabellare","centroid of Lamine River,  Gasconade River, Missouri, United States",NA,36,"tmax",0.54,"SD",9,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","flabellare","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Klein, 2001;Lngersoll et al., 1984;IUCN, 2020",8.4,"Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","5.2","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,22.9367011330345,22.9367011330345
854,"Etheostoma nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Yoder et al. 2012","Comte","Etheostoma nigrum_38.32_NA_-92.54",26,38.32,-92.54,"","Etheostoma","nigrum","Missouri streams US",NA,36.4,"tmax",NA,"SD",NA,"lethal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","nigrum","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;Klein, 2001;IUCN, 2020",7.2,"Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,25.0811345880682,25.0811345880682
855,"Etheostoma nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma nigrum_39.3_NA_-105.47",20,39.3,-105.47,"","Etheostoma","nigrum","Colorado streams US",NA,33,"tmax",NA,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","nigrum","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;Klein, 2001;IUCN, 2020",7.2,"Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,9.19284002130684,9.19284002130684
856,"Etheostoma nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Ingersoll & Claussen 1984","Comte","Etheostoma nigrum_39.51_NA_-84.65",15,39.51,-84.65,"","Etheostoma","nigrum","Four Mile Creek in Butler County Ohio US",14,30.9,"tmax",2.58,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Etheostoma","nigrum","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;Klein, 2001;IUCN, 2020",7.2,"Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,18.2217235218395,18.2217235218395
858,"Etheostoma nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Smith & Fausch 1997","Comte","Etheostoma nigrum_40.42_NA_-104.6",20,40.42,-104.6,"","Etheostoma","nigrum","Cache la Poudre River Colorado US",14,34,"tmax",NA,"SD",15,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Etheostoma","nigrum","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;Klein, 2001;IUCN, 2020",7.2,"Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,11.4464979691939,11.4464979691939
860,"Etheostoma nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma nigrum_42.6_NA_-78.47",15,42.6,-78.47,"","Etheostoma","nigrum","Buffalo Creek, Erie County, New York, United States",28,31.11,"tmax",0.29,"SD",4,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Etheostoma","nigrum","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;Klein, 2001;IUCN, 2020",7.2,"Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","3.9","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","1580","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
863,"Etheostoma spectabile","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma spectabile_34.28_NA_-96.7",20,34.28,-96.7,"","Etheostoma","spectabile","Pennington Creek Oklahoma US",NA,32.8,"tmax",0.8,"SD",25,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","spectabile","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;IUCN, 2020",7.2,"Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","730","R. J. Edwards, 1977",NA,NA,29.5093974720348,29.5093974720348
864,"Etheostoma spectabile","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma spectabile_34.61_NA_-96.63",20,34.61,-96.63,"","Etheostoma","spectabile","Byrd's Mill Creek Oklahoma US",NA,34,"tmax",1.1,"SD",20,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Etheostoma","spectabile","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;IUCN, 2020",7.2,"Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","730","R. J. Edwards, 1977",NA,NA,30.3174779718573,30.3174779718573
865,"Etheostoma spectabile","Chordata","Teleostei","Perciformes","Percidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Etheostoma spectabile_35.66_NA_-97.47",10,35.66,-97.47,"","Etheostoma","spectabile","Central Oklahoma US",14,29.8,"tmax",0.85,"SD",19,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Etheostoma","spectabile","365","NatureServe, 2020","365","NatureServe, 2020","Y","0-1","Lngersoll et al., 1984;IUCN, 2020",7.2,"Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","4.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.0000283","Lngersoll et al., 1984","Nikki","730","R. J. Edwards, 1977",NA,NA,28.2693670099432,28.2693670099432
