Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,23.1,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,37.2,1.8,3,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,23.7,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,36.6,0.46,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,25.4,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,37.32,0.89,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,26.4,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,38.37,0.71,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,28.8,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,39.06,0.62,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,29.4,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,39.41,0.1,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,30.1,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,38.12,0.7,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,20.4,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,36.2,0.5,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,21.9,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,35.44,0.51,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,22.9,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,35.31,0.8,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,23.7,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,36.64,1.13,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,25.3,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,37.59,0.45,6,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,26.3,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,37.52,0.42,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,28.6,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,38.62,0.88,4,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,29.4,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,38.15,1.65,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Agosia chrysogaster,Upper Gila River New Mexico US,33.08,-108.46,Freshwater,experimental,30.1,22,NA,dynamic,LOE,0.7,NA,NA,NA,larvae,38.93,0.59,5,yes,Freshwater,Troia et al. 2015,200
Cyprinidae,Campostoma anomalum,New River drainage US,36.94,-81.05,Freshwater,experimental,30,7,NA,static,death,NA,10080,50-100,NA,sub-adults,31,NA,10,yes,Freshwater,Cherry et al. 1977,39
Cyprinidae,Campostoma anomalum,NA,NA,NA,Freshwater,experimental,7.5,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,28.8,0.74,10,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Campostoma anomalum,NA,NA,NA,Freshwater,experimental,23,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,35.8,NA,8,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Campostoma anomalum,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,37.2,0.33,13,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Campostoma anomalum,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,31.75,0.62,18,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Campostoma anomalum,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,29.82,0.37,18,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Campostoma anomalum,Indian Creek Ohio US,39.97,-82.81,Freshwater,collection,24,NA,NA,dynamic,LOE,0.8,NA,65.00,NA,NA,37.7,0.8,6,yes,Freshwater,Mundahl 1990,140
Cyprinidae,Carassius auratus,North Texas US,33.22,-97.15,Freshwater,experimental,5,20,1,dynamic,LOE,0.3,NA,NA,NA,NA,30.8,1.18,30,yes,Freshwater,Ford & Beitinger 2005,74
Cyprinidae,Carassius auratus,North Texas US,33.22,-97.15,Freshwater,experimental,15,20,1,dynamic,LOE,0.3,NA,NA,NA,NA,34.5,0.72,30,yes,Freshwater,Ford & Beitinger 2005,74
Cyprinidae,Carassius auratus,North Texas US,33.22,-97.15,Freshwater,experimental,25,20,1,dynamic,LOE,0.3,NA,NA,NA,NA,39.6,1.43,30,yes,Freshwater,Ford & Beitinger 2005,74
Cyprinidae,Carassius auratus,North Texas US,33.22,-97.15,Freshwater,experimental,35,20,1,dynamic,LOE,0.3,NA,NA,NA,NA,43.6,0.48,30,yes,Freshwater,Ford & Beitinger 2005,74
Cyprinidae,Carassius auratus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,35.79,0.29,11,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Carassius auratus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,32.05,0.64,11,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,NA,29,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,NA,30.8,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,NA,32.8,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,NA,34.8,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,NA,36.6,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,30,NA,NA,static,death,NA,NA,NA,NA,NA,38.6,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,NA,29.9,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,10,NA,NA,static,death,NA,NA,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,15,NA,NA,static,death,NA,NA,NA,NA,NA,33,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,NA,35,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,25,NA,NA,static,death,NA,NA,NA,NA,NA,37.5,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,30,NA,NA,static,death,NA,NA,NA,NA,NA,39,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,35,NA,NA,static,death,NA,NA,NA,NA,NA,41,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius auratus,Lake Erie,42.08,-81.34,Freshwater,experimental,40,NA,NA,static,death,NA,NA,NA,NA,NA,41,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Cyprinidae,Carassius carassius,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,34.8,NA,NA,yes,Freshwater,Hart 1952,84
Cyprinidae,Carassius carassius,NA,NA,NA,Freshwater,experimental,35,NA,NA,static,death,NA,1e4,NA,NA,NA,41.47,NA,NA,yes,Freshwater,Kutty et al. 1980,112
Cyprinidae,Carassius carassius,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,34.6,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,38.3,0.1,13,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Carassius carassius,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,36,NA,NA,dynamic,death,0.11,NA,NA,NA,juveniles,38.7,0.22,24,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Chrosomus erythrogaster,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,35.9,0.42,12,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,21.5,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,32.33,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,10,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,29.27,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,0,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,19.71,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,1,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,18.17,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,0,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,17.55,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Chrosomus erythrogaster,Little Coyote Creek Colfax New Mexico US,36.16,-105.2,Freshwater,collection,19,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,25.36,NA,70,yes,Freshwater,Scott 1987,174
Cyprinidae,Couesius plumbeus,Liard Hot Spring British Columbia Canada,59.43,-126.09,Freshwater,experimental,5,60,1,dynamic,LOE,0.3,NA,NA,2.05,NA,26.73,0.59,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Liard Hot Spring British Columbia Canada,59.43,-126.09,Freshwater,experimental,10,60,1,dynamic,LOE,0.3,NA,NA,2.05,NA,27.49,0.89,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Liard Hot Spring British Columbia Canada,59.43,-126.09,Freshwater,experimental,15,60,1,dynamic,LOE,0.3,NA,NA,2.05,NA,32.27,0.89,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Liard Hot Spring British Columbia Canada,59.43,-126.09,Freshwater,experimental,20,60,1,dynamic,LOE,0.3,NA,NA,2.05,NA,35.94,0.45,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Atlin Warm Spring British Columbia Canada,59.4,-133.58,Freshwater,experimental,5,60,1,dynamic,LOE,0.3,NA,NA,2.11,NA,25.87,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Atlin Warm Spring British Columbia Canada,59.4,-133.58,Freshwater,experimental,10,60,1,dynamic,LOE,0.3,NA,NA,2.11,NA,26.36,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Green Lake British Columbia Canada,51.38,-121.26,Freshwater,experimental,5,60,1,dynamic,LOE,0.3,NA,NA,2.8,NA,26.23,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Green Lake British Columbia Canada,51.38,-121.26,Freshwater,experimental,10,60,1,dynamic,LOE,0.3,NA,NA,2.8,NA,26.32,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Green Lake British Columbia Canada,51.38,-121.26,Freshwater,experimental,15,60,1,dynamic,LOE,0.3,NA,NA,2.8,NA,32.16,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Couesius plumbeus,Green Lake British Columbia Canada,51.38,-121.26,Freshwater,experimental,20,60,1,dynamic,LOE,0.3,NA,NA,2.8,NA,35.46,NA,11,yes,Freshwater,Darveau et al. 2012,52
Cyprinidae,Ctenopharyngodon idella,Arkansas US,34.95,-92.49,Freshwater,experimental,23,3,NA,dynamic,death,0.5,NA,62.00,3.1,sub-adults,39.3,0.53,18,yes,Freshwater,Bettoli et al. 1985,15
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,15,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,32.82,0.12,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.86,0.14,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,36.23,0.15,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,30,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,40.12,0.14,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,15,NA,NA,dynamic,OS,0.3,NA,NA,NA,NA,34.92,0.12,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,20,NA,NA,dynamic,OS,0.3,NA,NA,NA,NA,36.5,0.12,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,25,NA,NA,dynamic,OS,0.3,NA,NA,NA,NA,38.18,0.16,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,30,NA,NA,dynamic,OS,0.3,NA,NA,NA,NA,40.88,0.15,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,15,NA,NA,static,death,0.3,NA,NA,NA,NA,28.8,NA,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,20,NA,NA,static,death,0.3,NA,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,25,NA,NA,static,death,0.3,NA,NA,NA,NA,35.7,NA,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Ctenopharyngodon idella,Dahuofang reservoir Yingpan China,26.47,99.15,Freshwater,experimental,30,NA,NA,static,death,0.3,NA,NA,NA,NA,37.7,NA,NA,yes,Freshwater,Sheng & Xu 2008,177
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,37.6,1.06,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,40.4,1.06,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,39.3,0.18,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,40.6,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,39.5,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,40.9,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,22,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,36.2,0.49,12,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Cyprinella lutrensis,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,38.1,0.42,11,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Cyprinella lutrensis,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,10,14,NA,dynamic,LOE,0.24,NA,61.47,2.92,NA,30.1,1.05,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Cyprinella lutrensis,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,15,14,NA,dynamic,LOE,0.24,NA,61.47,2.92,NA,33.07,0.59,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Cyprinella lutrensis,Virgin River Utha US,37.2,-113.26,Freshwater,experimental,25,14,NA,dynamic,LOE,0.24,NA,61.47,2.92,NA,38.8,0.71,6,yes,Freshwater,Deacon et al. 1987,56
Cyprinidae,Cyprinella lutrensis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,34.04,0.89,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Cyprinella lutrensis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,30.7,1.01,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Cyprinidae,Cyprinella lutrensis,South Canadian River,34.86,-96.73,Freshwater,experimental,25,14,NA,dynamic,OS,NA,NA,NA,NA,NA,38.99,0.16,10,yes,Freshwater,Matthews & Maness 1979,129
Cyprinidae,Cyprinella lutrensis,Brazos River Texas US,33.06,-101.04,Freshwater,experimental,25,28,1,dynamic,LOE,0.3,NA,NA,NA,NA,37.99,0.4,NA,yes,Freshwater,King et al. 1985,104
Cyprinidae,Cyprinella lutrensis,Brazos River Texas US,33.06,-101.04,Freshwater,experimental,25,28,1,dynamic,LOE,0.3,NA,NA,NA,NA,36.47,0.8,NA,yes,Freshwater,King et al. 1985,104
Cyprinidae,Cyprinella lutrensis,Brazos River Texas US,33.06,-101.04,Freshwater,experimental,25,28,1,dynamic,LOE,0.3,NA,NA,NA,NA,37.15,0.88,NA,yes,Freshwater,King et al. 1985,104
Cyprinidae,Cyprinella lutrensis,Brazos River Texas US,33.06,-101.04,Freshwater,experimental,25,28,1,dynamic,LOE,0.3,NA,NA,NA,NA,37.8,0.2,NA,yes,Freshwater,King et al. 1985,104
Cyprinidae,Cyprinella lutrensis,Brazos River Texas US,33.06,-101.04,Freshwater,experimental,25,28,1,dynamic,LOE,0.3,NA,NA,NA,NA,37.81,0.17,NA,yes,Freshwater,King et al. 1985,104
Cyprinidae,Cyprinella lutrensis,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30,14,NA,dynamic,LOE,0.33,NA,NA,NA,NA,39.65,0.23,10,yes,Freshwater,Rutledge & Beitinger 1989,168
Cyprinidae,Cyprinella lutrensis,North Texas State University US,33.21,-97.15,Freshwater,experimental,20,7,NA,dynamic,LOE,0.3,NA,NA,NA,adults,35.03,1.25,11,yes,Freshwater,Carrier & Beitinger 1988,34
Cyprinidae,Cyprinella lutrensis,Walnut Creek McClain County Oklahoma US,37.91,-122.06,Freshwater,experimental,15,7,NA,dynamic,OS,1,NA,NA,NA,NA,31.96,0.94,82,yes,Freshwater,Manness & Hutchison 1980,123
Cyprinidae,Cyprinella spiloptera,New River drainage US,36.94,-81.05,Freshwater,experimental,33,7,NA,static,death,NA,10080,50-100,NA,sub-adults,36,NA,10,yes,Freshwater,Cherry et al. 1977,39
Cyprinidae,Cyprinella spiloptera,NA,NA,NA,Freshwater,collection,11,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,31.8,1.8,26,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,25,30,NA,dynamic,LOE,0.3,NA,NA,NA,juveniles,39.7,0.76,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,30,30,NA,dynamic,LOE,0.3,NA,NA,NA,juveniles,40.6,0.17,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,35,30,NA,dynamic,LOE,0.3,NA,NA,NA,juveniles,42.9,0.24,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,25,30,NA,dynamic,death,0.3,NA,NA,NA,juveniles,39.8,0.15,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,30,30,NA,dynamic,death,0.3,NA,NA,NA,juveniles,40.9,0.17,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Central Institute of Fisheries Education Mumbai India,19.14,72.82,Freshwater,experimental,35,30,NA,dynamic,death,0.3,NA,NA,NA,juveniles,42.9,0.1,6,yes,Freshwater,Chatterjee et al. 2004,36
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,5,10,NA,dynamic,LOE,0.066,NA,83.10,15.5,fingerlings juveniles,30.4,1.04,12,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,10,10,NA,dynamic,LOE,0.066,NA,95.60,20.1,fingerlings juveniles,26.5,0.69,12,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,12,10,NA,dynamic,LOE,0.066,NA,68.00,9.8,fingerlings juveniles,28.5,1.47,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,20,10,NA,dynamic,LOE,0.066,NA,77.40,12.7,fingerlings juveniles,37.4,0.24,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,5,10,NA,dynamic,LOE,0.166,NA,83.10,15.5,fingerlings juveniles,29.4,1.04,12,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,10,10,NA,dynamic,LOE,0.166,NA,95.60,20.1,fingerlings juveniles,26.9,0.73,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,12,10,NA,dynamic,LOE,0.166,NA,68.00,9.8,fingerlings juveniles,29.6,1.22,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,20,10,NA,dynamic,LOE,0.166,NA,77.40,12.7,fingerlings juveniles,35.8,0.98,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,5,10,NA,dynamic,LOE,0.3,NA,83.10,15.5,fingerlings juveniles,30.7,0.69,12,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,10,10,NA,dynamic,LOE,0.3,NA,95.60,20.1,fingerlings juveniles,25.8,1.39,12,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,12,10,NA,dynamic,LOE,0.3,NA,68.00,9.8,fingerlings juveniles,30.4,1.22,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,20,10,NA,dynamic,LOE,0.3,NA,77.40,12.7,fingerlings juveniles,34.6,0.98,6,yes,Freshwater,Golovanov & Smirnov 2007,77
Cyprinidae,Cyprinus carpio,Institute of Biology of Inland Water Russia,55.71,37.57,Freshwater,experimental,5,10,NA,dynamic,LOE,0.5,NA,83.10,15.5,fingerlings juveniles,31.9,1.39,12,yes,Freshwater,Golovanov & Smirnov 2007,77
